State,Category,Region,Year,Quarter,Count,Amount
India,states,maharashtra,2018,1,16387034,21711613257.725674
India,states,uttar pradesh,2018,1,12537805,13939970923.223106
India,states,karnataka,2018,1,12016899,19217895314.012802
India,states,west bengal,2018,1,11710225,10625978552.140453
India,states,andhra pradesh,2018,1,9039585,11996276391.823706
India,states,telangana,2018,1,8522766,13308204118.542435
India,states,madhya pradesh,2018,1,8025395,8681603403.446348
India,states,rajasthan,2018,1,7591690,8926293130.72684
India,states,delhi,2018,1,7122754,11211503806.91996
India,states,tamil nadu,2018,1,6726622,11261557697.516891
India,districts,bengaluru urban,2018,1,8306513,14162750303.06484
India,districts,pune,2018,1,3842929,5378982326.835919
India,districts,central delhi,2018,1,2997714,4312145216.274474
India,districts,mumbai,2018,1,2671029,3923116793.952079
India,districts,chennai,2018,1,2656230,4281137762.522443
India,districts,hyderabad,2018,1,2545507,4287223789.76588
India,districts,jaipur,2018,1,2417174,2953086960.1413727
India,districts,birbhum,2018,1,2125816,2520486412.452376
India,districts,kolkata,2018,1,2043129,2753347660.1429114
India,districts,bhopal,2018,1,1704495,1905473874.8326716
India,pincodes,560001,2018,1,2917356,4684262246.184548
India,pincodes,110006,2018,1,2636324,3714139312.238586
India,pincodes,400008,2018,1,2227885,3105208723.475169
India,pincodes,600003,2018,1,2010196,2997847000.265506
India,pincodes,731101,2018,1,1764956,2366771285.7278423
India,pincodes,700009,2018,1,1390629,1851145374.4001179
India,pincodes,411001,2018,1,1055656,1413523605.5956619
India,pincodes,500012,2018,1,933013,1643061976.4262943
India,pincodes,462001,2018,1,832846,898730606.684653
India,pincodes,201301,2018,1,690196,987613438.9540119
India,states,maharashtra,2018,2,22285740,36357057241.12254
India,states,west bengal,2018,2,18082446,18629183470.204285
India,states,uttar pradesh,2018,2,17710943,25720201695.701435
India,states,karnataka,2018,2,17116447,33515580081.29709
India,states,andhra pradesh,2018,2,12353918,22883914272.633617
India,states,telangana,2018,2,10764670,23017201517.652737
India,states,madhya pradesh,2018,2,10561412,15924081066.680984
India,states,tamil nadu,2018,2,9992128,20125844276.267662
India,states,rajasthan,2018,2,9973697,15559086175.759623
India,states,delhi,2018,2,9373723,17446299902.205147
India,districts,bengaluru urban,2018,2,11916035,23824727965.49048
India,districts,pune,2018,2,5162876,8513428062.925206
India,districts,chennai,2018,2,3719593,7305357440.752291
India,districts,central delhi,2018,2,3589206,6223466821.092629
India,districts,mumbai,2018,2,3277612,6048515205.760132
India,districts,jaipur,2018,2,3175255,4952882923.415596
India,districts,hyderabad,2018,2,3156805,6628159910.681627
India,districts,birbhum,2018,2,2775489,3988930679.767912
India,districts,kolkata,2018,2,2501448,4109821729.8900533
India,districts,north twenty four parganas,2018,2,2119664,2509379355.091834
India,pincodes,560001,2018,2,3777086,7545089760.607167
India,pincodes,110006,2018,2,3069733,5237594871.124264
India,pincodes,600003,2018,2,2771900,5194488793.022476
India,pincodes,400008,2018,2,2631405,4703762207.003538
India,pincodes,731101,2018,2,2134258,3697928407.603048
India,pincodes,700009,2018,2,1473202,2566583723.725673
India,pincodes,411001,2018,2,1316115,2145613783.5507011
India,pincodes,500012,2018,2,1024336,2257038218.1929708
India,pincodes,201301,2018,2,971854,1673280979.3831716
India,pincodes,462001,2018,2,928983,1443626493.1959715
India,states,west bengal,2018,3,53705416,41843934183.177635
India,states,maharashtra,2018,3,31538538,52260817733.24835
India,states,odisha,2018,3,30052155,23094515775.585762
India,states,uttar pradesh,2018,3,26515356,37012114369.23937
India,states,karnataka,2018,3,25980261,48225091755.80772
India,states,andhra pradesh,2018,3,25626061,35718044599.21416
India,states,telangana,2018,3,19332703,32030093209.72354
India,states,delhi,2018,3,18547048,27375846860.618515
India,states,madhya pradesh,2018,3,17126985,24149742204.673225
India,states,tamil nadu,2018,3,15774078,29330092241.18405
India,districts,bengaluru urban,2018,3,18405424,33812835282.27632
India,districts,central delhi,2018,3,8165361,10515884583.426525
India,districts,pune,2018,3,7890491,12601613622.467594
India,districts,birbhum,2018,3,6066238,6130627463.516832
India,districts,chennai,2018,3,5887343,10122319547.137985
India,districts,hyderabad,2018,3,5786941,9503554478.108147
India,districts,khordha,2018,3,5333443,4389717266.977921
India,districts,bankura,2018,3,5179457,2464193070.534754
India,districts,jaipur,2018,3,4954443,7882149494.55468
India,districts,north twenty four parganas,2018,3,4856114,4545902671.152222
India,pincodes,110006,2018,3,7198882,9029499185.157822
India,pincodes,560001,2018,3,5764203,10161197002.295376
India,pincodes,600003,2018,3,4430587,7070098756.153783
India,pincodes,400008,2018,3,3111609,5436005565.19679
India,pincodes,731101,2018,3,2644866,4429377129.783087
India,pincodes,700009,2018,3,2531420,3555553312.5767612
India,pincodes,500012,2018,3,1726388,3077635699.337487
India,pincodes,411001,2018,3,1689517,2829639683.4067717
India,pincodes,221001,2018,3,1439623,671779876.5266988
India,pincodes,201301,2018,3,1438458,2181626866.4046803
India,states,maharashtra,2018,4,46090223,79518937047.82959
India,states,karnataka,2018,4,44812071,73008386576.05942
India,states,west bengal,2018,4,36513548,40489619211.70402
India,states,uttar pradesh,2018,4,36100767,55096743575.91497
India,states,andhra pradesh,2018,4,30759548,51473779406.84041
India,states,delhi,2018,4,29187719,39722857618.706436
India,states,telangana,2018,4,28921154,49509088448.04927
India,states,tamil nadu,2018,4,22457444,43302073975.890976
India,states,madhya pradesh,2018,4,21397555,33905608072.964783
India,states,odisha,2018,4,21142798,23429869571.55922
India,districts,bengaluru urban,2018,4,33061353,50279165003.07312
India,districts,pune,2018,4,11075153,18048884123.019886
India,districts,central delhi,2018,4,9373395,13878492766.290386
India,districts,hyderabad,2018,4,9360515,14727846731.548256
India,districts,chennai,2018,4,8007699,14632395110.56675
India,districts,jaipur,2018,4,7271209,12107341570.492035
India,districts,gautam buddha nagar,2018,4,6083056,7483532543.63562
India,districts,mumbai,2018,4,6060284,11506143747.453331
India,districts,rangareddy,2018,4,5803319,9396311751.227482
India,districts,kolkata,2018,4,5401244,8502095208.881001
India,pincodes,560001,2018,4,7725284,14030425393.295612
India,pincodes,110006,2018,4,7532374,11605568511.039162
India,pincodes,600003,2018,4,5539392,10066365923.24963
India,pincodes,400008,2018,4,4586309,8474903607.1238575
India,pincodes,731101,2018,4,3284268,5847016363.011223
India,pincodes,700009,2018,4,2939284,4991163446.523161
India,pincodes,500012,2018,4,2576408,4841883809.168822
India,pincodes,201301,2018,4,2504916,3217987818.841588
India,pincodes,411001,2018,4,2176631,3917444399.4306126
India,pincodes,560068,2018,4,1630650,1941175277.185885
India,states,karnataka,2019,1,86587609,117976382145.74966
India,states,maharashtra,2019,1,75079069,111420690920.33997
India,states,telangana,2019,1,65290702,95523262035.66321
India,states,uttar pradesh,2019,1,57324504,76524180134.0167
India,states,andhra pradesh,2019,1,57264522,83760595917.0792
India,states,west bengal,2019,1,47626388,50164672623.8785
India,states,delhi,2019,1,47007327,58469131789.49733
India,states,rajasthan,2019,1,43956040,61141158575.55252
India,states,madhya pradesh,2019,1,37301049,48070279522.042015
India,states,odisha,2019,1,34031942,35427127930.698456
India,districts,bengaluru urban,2019,1,65174133,82111161572.76288
India,districts,hyderabad,2019,1,24838664,34892156029.40753
India,districts,pune,2019,1,23360634,32233517413.825317
India,districts,jaipur,2019,1,19178441,25043540802.372772
India,districts,rangareddy,2019,1,12952050,17677048557.63253
India,districts,central delhi,2019,1,12885975,16258175800.83931
India,districts,chennai,2019,1,11642449,18810971714.51368
India,districts,gautam buddha nagar,2019,1,10750094,10286434896.5461
India,districts,medchal malkajgiri,2019,1,10127087,13392043971.075241
India,districts,new delhi,2019,1,10000765,13939472234.96883
India,pincodes,560001,2019,1,16241340,23597361226.512825
India,pincodes,110006,2019,1,10251048,13201959766.05106
India,pincodes,500012,2019,1,9957548,15399177052.931395
India,pincodes,600003,2019,1,8217185,12799152324.27052
India,pincodes,110011,2019,1,6689740,9632804730.117004
India,pincodes,400008,2019,1,6494529,10238553958.763014
India,pincodes,700009,2019,1,6353573,7885002278.529919
India,pincodes,411006,2019,1,5641935,9202990658.018358
India,pincodes,302001,2019,1,4954219,7600396570.221162
India,pincodes,201301,2019,1,4596696,4223121104.413077
India,states,karnataka,2019,2,115401604,163702024226.0841
India,states,maharashtra,2019,2,101149853,153294470088.05945
India,states,telangana,2019,2,89610379,155676443182.43457
India,states,uttar pradesh,2019,2,58883500,98917519370.67831
India,states,delhi,2019,2,57171512,81706816063.62862
India,states,andhra pradesh,2019,2,56409015,113634518758.22931
India,states,rajasthan,2019,2,50009286,89107313172.66756
India,states,west bengal,2019,2,47023535,57105691119.11844
India,states,madhya pradesh,2019,2,40846013,68334566380.56182
India,states,tamil nadu,2019,2,32171737,64207676025.75553
India,districts,bengaluru urban,2019,2,89148659,113389910485.89922
India,districts,pune,2019,2,44795652,58398808592.1738
India,districts,hyderabad,2019,2,43511186,73949377453.0185
India,districts,jaipur,2019,2,27449382,46056907216.76753
India,districts,new delhi,2019,2,23313548,36146671717.918365
India,districts,rangareddy,2019,2,16348519,25359412038.382965
India,districts,patna,2019,2,13421445,26125484618.416542
India,districts,khordha,2019,2,13339889,19006076643.493904
India,districts,kolkata,2019,2,13259522,17260848900.77318
India,districts,lucknow,2019,2,12624404,22426462674.94428
India,pincodes,560001,2019,2,27169035,40026681539.0066
India,pincodes,500012,2019,2,23303184,42709920754.79193
India,pincodes,411006,2019,2,22544991,34073354893.758354
India,pincodes,110011,2019,2,20001452,31366326747.68567
India,pincodes,302001,2019,2,14130072,26047079270.71371
India,pincodes,700009,2019,2,9694969,12068405239.946836
India,pincodes,800015,2019,2,9362673,19331794343.882797
India,pincodes,226004,2019,2,8966947,16438621373.818607
India,pincodes,751002,2019,2,8318660,12733845249.989027
India,pincodes,600003,2019,2,6992850,13700604318.48539
India,states,karnataka,2019,3,170733735,214536720438.18292
India,states,maharashtra,2019,3,148735581,199617506744.94272
India,states,telangana,2019,3,121495376,201930021130.42365
India,states,andhra pradesh,2019,3,76288614,139447944254.78943
India,states,delhi,2019,3,69537876,103196812046.45712
India,states,uttar pradesh,2019,3,68623959,111268137475.02844
India,states,rajasthan,2019,3,67303617,112468290031.92343
India,states,west bengal,2019,3,66444829,70540532616.82985
India,states,madhya pradesh,2019,3,53610411,77676321491.22867
India,states,odisha,2019,3,41422272,57304577359.217094
India,districts,bengaluru urban,2019,3,131234422,150244275641.79712
India,districts,pune,2019,3,67093416,78128868958.39702
India,districts,hyderabad,2019,3,55159072,96365182751.25804
India,districts,jaipur,2019,3,36334520,58402103360.67965
India,districts,new delhi,2019,3,24687138,43288057341.92169
India,districts,rangareddy,2019,3,23655175,33663962263.155968
India,districts,khordha,2019,3,18364742,25509656902.49331
India,districts,medchal malkajgiri,2019,3,17492750,23256556346.306458
India,districts,visakhapatnam,2019,3,16694947,26944837120.046288
India,districts,kolkata,2019,3,16306691,21451201632.248753
India,pincodes,560001,2019,3,34182229,49823702321.09828
India,pincodes,500012,2019,3,27360144,55516914964.120514
India,pincodes,411006,2019,3,25995035,42031275308.282005
India,pincodes,110011,2019,3,20159577,36968948004.60185
India,pincodes,302001,2019,3,15037317,31903765546.790287
India,pincodes,700009,2019,3,11494363,14573984421.133255
India,pincodes,751002,2019,3,9990982,16300297217.157505
India,pincodes,800015,2019,3,8554034,21451659382.23745
India,pincodes,400008,2019,3,7234595,14467758895.186302
India,pincodes,226004,2019,3,6687157,17110382946.6282
India,states,karnataka,2019,4,237796252,295047143447.2384
India,states,maharashtra,2019,4,201260620,272994428799.56488
India,states,telangana,2019,4,163572258,280746765547.7425
India,states,andhra pradesh,2019,4,107218103,200948315488.80518
India,states,west bengal,2019,4,96805838,88203610254.64601
India,states,uttar pradesh,2019,4,86905005,145538926507.3059
India,states,rajasthan,2019,4,85074242,159452410049.68317
India,states,delhi,2019,4,80744997,129024467424.89066
India,states,madhya pradesh,2019,4,68131989,104687926790.8659
India,states,odisha,2019,4,64995633,79769373632.04843
India,districts,bengaluru urban,2019,4,180458808,199966708446.8142
India,districts,pune,2019,4,91666565,103270644868.1607
India,districts,hyderabad,2019,4,72987282,130230415629.3025
India,districts,jaipur,2019,4,44335592,81782144762.48987
India,districts,rangareddy,2019,4,31237803,44757331443.568375
India,districts,new delhi,2019,4,29048107,54398427887.76768
India,districts,khordha,2019,4,27477393,34227232121.528633
India,districts,visakhapatnam,2019,4,23594874,39133296330.044624
India,districts,medchal malkajgiri,2019,4,22999944,31417907129.793076
India,districts,kolkata,2019,4,21917627,26475748918.32508
India,pincodes,560001,2019,4,48600127,67204107791.7798
India,pincodes,411006,2019,4,32779718,51360244641.273315
India,pincodes,500012,2019,4,32637373,67244225971.71475
India,pincodes,110011,2019,4,22861243,44827058149.79611
India,pincodes,302001,2019,4,17153003,41220743922.1253
India,pincodes,700009,2019,4,16310685,18429094743.25623
India,pincodes,751002,2019,4,13743261,19669451911.7042
India,pincodes,400008,2019,4,10498727,22289347327.905037
India,pincodes,800015,2019,4,10441675,26228173437.46787
India,pincodes,600003,2019,4,10008230,21375916666.727257
India,states,karnataka,2020,1,271033890,353402054999.4003
India,states,maharashtra,2020,1,238944081,319995196718.0683
India,states,telangana,2020,1,199409525,371343780368.2118
India,states,andhra pradesh,2020,1,127677357,252737214289.0485
India,states,rajasthan,2020,1,102258812,190308238561.00217
India,states,uttar pradesh,2020,1,97239132,172416434960.69037
India,states,delhi,2020,1,81747604,133616543642.58943
India,states,madhya pradesh,2020,1,79366746,126737281436.18527
India,states,tamil nadu,2020,1,66953473,116569686179.4346
India,states,west bengal,2020,1,66250381,96653305190.9406
India,districts,bengaluru urban,2020,1,200174352,231970686013.7528
India,districts,pune,2020,1,107497963,119146177775.3236
India,districts,hyderabad,2020,1,94177232,183207208610.81787
India,districts,jaipur,2020,1,52623661,98360847993.80875
India,districts,rangareddy,2020,1,31802492,45881228273.95146
India,districts,visakhapatnam,2020,1,27115031,48809747614.678894
India,districts,medchal malkajgiri,2020,1,25458101,37404467180.931694
India,districts,central delhi,2020,1,24757650,41219414205.0607
India,districts,mumbai suburban,2020,1,23598054,40462122569.6479
India,districts,khordha,2020,1,23152370,39755139238.6053
India,pincodes,500001,2020,1,63671159,139394865595.49792
India,pincodes,560001,2020,1,57330889,81134886975.52737
India,pincodes,411004,2020,1,43278566,64894935103.99599
India,pincodes,302016,2020,1,24180734,56174137377.66255
India,pincodes,110006,2020,1,19881142,34803706848.31907
India,pincodes,600003,2020,1,14352747,29310364582.884754
India,pincodes,110001,2020,1,13167147,27716426760.692245
India,pincodes,700009,2020,1,13084249,24503076745.659294
India,pincodes,751001,2020,1,11782987,25543182753.84958
India,pincodes,400070,2020,1,10817537,21066837485.651253
India,states,karnataka,2020,2,213221712,321104877020.14185
India,states,maharashtra,2020,2,184790761,296359517159.4161
India,states,telangana,2020,2,152055143,321531839352.42236
India,states,andhra pradesh,2020,2,144917855,302583689746.5449
India,states,rajasthan,2020,2,101954656,193763273003.28284
India,states,uttar pradesh,2020,2,100851965,178744016130.31216
India,states,madhya pradesh,2020,2,76340573,147922015289.08447
India,states,delhi,2020,2,66042018,107873438203.3316
India,states,west bengal,2020,2,57676797,100099431877.35757
India,states,bihar,2020,2,53386742,128806523628.85289
India,districts,bengaluru urban,2020,2,132120979,176357097466.7659
India,districts,pune,2020,2,58840981,94890914730.75931
India,districts,hyderabad,2020,2,56374644,130820061488.30273
India,districts,jaipur,2020,2,43871862,88270816977.90562
India,districts,visakhapatnam,2020,2,25300401,48293889917.41437
India,districts,rangareddy,2020,2,18068048,31273545586.261536
India,districts,medchal malkajgiri,2020,2,17860704,29732057894.607735
India,districts,central delhi,2020,2,17641823,30418597739.3527
India,districts,khordha,2020,2,16842715,34814877058.416145
India,districts,ahmadabad,2020,2,16430916,32731896547.150326
India,pincodes,500001,2020,2,39752686,101961882246.87434
India,pincodes,560001,2020,2,38973791,66590268182.415665
India,pincodes,411004,2020,2,27617700,58352702890.56202
India,pincodes,302016,2020,2,22032140,53610675078.51194
India,pincodes,110006,2020,2,14401400,26006450222.981194
India,pincodes,110001,2020,2,9780539,21370003546.27849
India,pincodes,800001,2020,2,9603835,29875811977.924408
India,pincodes,751001,2020,2,9411361,23813152297.287315
India,pincodes,600003,2020,2,8641869,22394007817.575096
India,pincodes,380001,2020,2,8490730,21210698645.19712
India,states,karnataka,2020,3,300360531,470740515696.6945
India,states,maharashtra,2020,3,268310924,440307079012.4761
India,states,telangana,2020,3,236372126,505961144755.88367
India,states,andhra pradesh,2020,3,204902935,467084130584.9388
India,states,rajasthan,2020,3,149088676,293678306162.4698
India,states,uttar pradesh,2020,3,127405259,248689955423.05322
India,states,madhya pradesh,2020,3,108579881,205701679984.5376
India,states,delhi,2020,3,96491861,175163962804.6604
India,states,west bengal,2020,3,79954504,156813355855.1383
India,states,bihar,2020,3,71503748,173328865111.81442
India,districts,bengaluru urban,2020,3,188947684,261095181780.0901
India,districts,pune,2020,3,101472134,154366363808.0403
India,districts,hyderabad,2020,3,99285803,228448742377.47607
India,districts,jaipur,2020,3,71797182,138189424031.4575
India,districts,visakhapatnam,2020,3,34421299,67628440368.111465
India,districts,central delhi,2020,3,32203761,61527717933.93762
India,districts,rangareddy,2020,3,29573243,51787722036.044556
India,districts,bhopal,2020,3,29560361,57525605025.512215
India,districts,medchal malkajgiri,2020,3,28698311,48831695001.78223
India,districts,khordha,2020,3,23387123,44638448273.52248
India,pincodes,500001,2020,3,70732132,177532009421.7673
India,pincodes,560001,2020,3,56516908,95602796543.47356
India,pincodes,411004,2020,3,49082232,94100767700.43585
India,pincodes,302016,2020,3,34723808,78104750484.0607
India,pincodes,110006,2020,3,27731187,53768475790.81149
India,pincodes,462008,2020,3,18608188,42836925858.3958
India,pincodes,800001,2020,3,14656027,41210183921.21666
India,pincodes,700009,2020,3,14161961,35897930520.847115
India,pincodes,751001,2020,3,11770940,27337331950.38349
India,pincodes,110001,2020,3,11598940,25361403335.98009
India,states,karnataka,2020,4,431536984,658036698565.0032
India,states,maharashtra,2020,4,407621004,622155530832.2585
India,states,telangana,2020,4,343643787,696350439226.9452
India,states,andhra pradesh,2020,4,286118552,654841546033.3186
India,states,rajasthan,2020,4,190283435,386034779836.48376
India,states,uttar pradesh,2020,4,178167517,357428826778.2578
India,states,madhya pradesh,2020,4,153652541,284275139772.3589
India,states,delhi,2020,4,120540417,216265088224.54358
India,states,tamil nadu,2020,4,111179701,206473197500.99268
India,states,west bengal,2020,4,100340645,199165491365.6468
India,districts,bengaluru urban,2020,4,267720411,352536741958.4486
India,districts,pune,2020,4,142350762,182511549425.14316
India,districts,hyderabad,2020,4,117008707,243045184188.2821
India,districts,jaipur,2020,4,82378485,159641718978.41748
India,districts,rangareddy,2020,4,53405219,89256130453.08658
India,districts,medchal malkajgiri,2020,4,49900746,81801106073.41168
India,districts,visakhapatnam,2020,4,46551467,91879823025.40399
India,districts,bhopal,2020,4,38492334,67905952477.88091
India,districts,central delhi,2020,4,32194168,61575435521.28284
India,districts,mumbai suburban,2020,4,31947471,52567087497.07483
India,pincodes,500001,2020,4,63797806,154104662898.10648
India,pincodes,560001,2020,4,56310863,93518053649.26508
India,pincodes,411004,2020,4,48628369,83733590846.60262
India,pincodes,302016,2020,4,31028451,71599277148.69725
India,pincodes,110006,2020,4,24969702,48831647275.471146
India,pincodes,462008,2020,4,20637374,44520942803.43778
India,pincodes,800001,2020,4,14983099,39976507362.54611
India,pincodes,600003,2020,4,11690163,26114457256.846283
India,pincodes,751001,2020,4,11637193,26523469788.723434
India,pincodes,700009,2020,4,11305243,28555964654.22016
India,states,karnataka,2021,1,523797492,754995357412.3948
India,states,maharashtra,2021,1,517860240,769887352153.2483
India,states,telangana,2021,1,412572110,799359264046.5657
India,states,andhra pradesh,2021,1,289747970,672444670176.5881
India,states,rajasthan,2021,1,252730919,491492581657.63354
India,states,uttar pradesh,2021,1,204499547,396287587577.55756
India,states,madhya pradesh,2021,1,201998498,343533954382.3015
India,states,delhi,2021,1,157359004,266928345043.49225
India,states,tamil nadu,2021,1,136556674,248668143873.65317
India,states,west bengal,2021,1,118254052,242937207475.51984
India,districts,bengaluru urban,2021,1,348712787,432401341231.7671
India,districts,pune,2021,1,208930588,253623629237.65796
India,districts,hyderabad,2021,1,169703372,316572388133.7874
India,districts,jaipur,2021,1,125917532,223771205713.25284
India,districts,bhopal,2021,1,67309234,101725720745.41443
India,districts,rangareddy,2021,1,60675056,98883148961.30931
India,districts,medchal malkajgiri,2021,1,54854446,87516738646.29623
India,districts,central delhi,2021,1,54173342,90711721159.77658
India,districts,mumbai suburban,2021,1,49079788,75911506798.24135
India,districts,visakhapatnam,2021,1,48248923,95308386037.8472
India,pincodes,560001,2021,1,111898471,154275126291.57785
India,pincodes,500001,2021,1,107274281,218270126529.36053
India,pincodes,411004,2021,1,99287169,142692099313.18896
India,pincodes,302016,2021,1,65639307,124138636281.23145
India,pincodes,110006,2021,1,46104924,76683904356.11441
India,pincodes,462008,2021,1,45920869,76097617508.03972
India,pincodes,800001,2021,1,30937663,68071234953.67711
India,pincodes,600003,2021,1,25512152,44939868773.04714
India,pincodes,400070,2021,1,25090098,39416189451.46673
India,pincodes,751001,2021,1,24151383,44482729136.236565
India,states,maharashtra,2021,2,573616486,915115055623.7152
India,states,karnataka,2021,2,530649046,837887151230.051
India,states,telangana,2021,2,495867544,1027958332797.5903
India,states,andhra pradesh,2021,2,352767134,850737499108.2987
India,states,rajasthan,2021,2,287477039,561702765169.2324
India,states,uttar pradesh,2021,2,241949131,482172489166.39343
India,states,madhya pradesh,2021,2,223314680,425500768035.631
India,states,delhi,2021,2,170157264,281941097684.5416
India,states,bihar,2021,2,155603622,374580255186.58875
India,states,tamil nadu,2021,2,146158442,263487341026.54623
India,districts,bengaluru urban,2021,2,326804307,444422398357.67755
India,districts,pune,2021,2,218732925,298657497266.993
India,districts,hyderabad,2021,2,212326623,424872741465.13696
India,districts,jaipur,2021,2,137247139,248390977964.5579
India,districts,bhopal,2021,2,74643630,127038866031.39793
India,districts,rangareddy,2021,2,63155281,113987187628.93881
India,districts,central delhi,2021,2,62131856,100895875737.76093
India,districts,medchal malkajgiri,2021,2,58755991,102864360004.68025
India,districts,visakhapatnam,2021,2,54390299,114439012713.35336
India,districts,patna,2021,2,53400850,114936398151.99364
India,pincodes,500001,2021,2,148864777,315432046413.6635
India,pincodes,560001,2021,2,123224371,183498284704.3348
India,pincodes,411004,2021,2,120795663,186134320440.93646
India,pincodes,302016,2021,2,81782827,152295120262.96942
India,pincodes,462008,2021,2,57596018,101902493881.58667
India,pincodes,110006,2021,2,54888173,88849307061.74399
India,pincodes,800001,2021,2,42836603,91781680811.21812
India,pincodes,600003,2021,2,31694305,54282023022.639435
India,pincodes,751001,2021,2,30961581,53565783087.01067
India,pincodes,700009,2021,2,30775525,59587220231.94326
India,states,maharashtra,2021,3,792874060,1159257305167.4514
India,states,karnataka,2021,3,753296539,1133234739157.5984
India,states,telangana,2021,3,622886768,1178289126292.2617
India,states,andhra pradesh,2021,3,432032550,984218035564.1218
India,states,rajasthan,2021,3,400284753,710511328542.4897
India,states,madhya pradesh,2021,3,311443334,504412603851.49896
India,states,uttar pradesh,2021,3,306543384,557080841279.8989
India,states,delhi,2021,3,238760608,383858316548.281
India,states,tamil nadu,2021,3,204357404,365207323053.92737
India,states,bihar,2021,3,187671113,397062760956.3983
India,districts,bengaluru urban,2021,3,476485560,626123198813.8513
India,districts,pune,2021,3,303322956,372243656247.4718
India,districts,hyderabad,2021,3,262028284,479343321365.3726
India,districts,jaipur,2021,3,193839196,313664435689.29987
India,districts,bhopal,2021,3,103403998,146735124186.2163
India,districts,central delhi,2021,3,88849847,137311394953.58371
India,districts,rangareddy,2021,3,87884143,147772047919.14047
India,districts,medchal malkajgiri,2021,3,79514766,130838255095.6952
India,districts,khordha,2021,3,71647985,108452202806.23244
India,districts,visakhapatnam,2021,3,69220981,136945652159.26515
India,pincodes,500001,2021,3,173430239,335290201877.6652
India,pincodes,560001,2021,3,171396431,241306340924.00638
India,pincodes,411004,2021,3,155523883,217400690972.0777
India,pincodes,302016,2021,3,108659324,179936124302.00922
India,pincodes,110006,2021,3,77515502,117511789786.64261
India,pincodes,462008,2021,3,74987334,111259178579.96481
India,pincodes,800001,2021,3,49086869,90644799090.27641
India,pincodes,444510,2021,3,45378525,84950919432.04364
India,pincodes,600003,2021,3,42982007,71274098295.90457
India,pincodes,751001,2021,3,41875475,65849220632.325775
India,states,maharashtra,2021,4,1010731502,1475358473128.29
India,states,karnataka,2021,4,931725438,1375471324349.8774
India,states,telangana,2021,4,775989773,1463758189500.9146
India,states,andhra pradesh,2021,4,522254003,1156264447083.9229
India,states,rajasthan,2021,4,487621597,903934418544.2667
India,states,uttar pradesh,2021,4,406157932,773890970072.1895
India,states,madhya pradesh,2021,4,404308084,656887492404.4789
India,states,delhi,2021,4,292683359,488695314062.3906
India,states,tamil nadu,2021,4,259155976,443723952594.79407
India,states,bihar,2021,4,245126945,519371614068.7477
India,districts,bengaluru urban,2021,4,584958847,755926042210.8081
India,districts,pune,2021,4,371337618,454584743765.05554
India,districts,hyderabad,2021,4,325636475,582079170534.0186
India,districts,jaipur,2021,4,231804892,394435778364.0141
India,districts,bhopal,2021,4,134176541,190196223229.17587
India,districts,rangareddy,2021,4,111354739,188838966046.13513
India,districts,central delhi,2021,4,111134916,177625511230.04297
India,districts,medchal malkajgiri,2021,4,98780634,164568262330.06238
India,districts,khordha,2021,4,94505879,135122128258.68542
India,districts,mumbai suburban,2021,4,92733033,134616103622.6073
India,pincodes,500001,2021,4,213053128,398798138080.5086
India,pincodes,560001,2021,4,206723470,283864051273.69073
India,pincodes,411004,2021,4,185423020,259406175394.85846
India,pincodes,302016,2021,4,130544931,225546213678.03116
India,pincodes,462008,2021,4,97987017,145639258182.99155
India,pincodes,110006,2021,4,96850347,152021116180.99402
India,pincodes,800001,2021,4,61784983,113485175570.40105
India,pincodes,444510,2021,4,55162139,103212697006.96257
India,pincodes,600003,2021,4,54054310,83084090738.55415
India,pincodes,751001,2021,4,52532360,79093274940.53792
India,states,maharashtra,2022,1,1169506438,1681399273981.1611
India,states,karnataka,2022,1,1057855407,1566649488305.8838
India,states,telangana,2022,1,886453385,1670638169828.9993
India,states,andhra pradesh,2022,1,582603911,1294320646554.8625
India,states,rajasthan,2022,1,564962220,1022050180980.1362
India,states,uttar pradesh,2022,1,473953246,883123174117.0391
India,states,madhya pradesh,2022,1,472703058,747665139599.6421
India,states,delhi,2022,1,330999861,536964920836.2892
India,states,tamil nadu,2022,1,294573150,512789201600.616
India,states,bihar,2022,1,284390434,611411695731.1455
India,districts,bengaluru urban,2022,1,648380838,837938769153.0938
India,districts,pune,2022,1,424149132,508475101454.5797
India,districts,hyderabad,2022,1,372711414,661512502141.0775
India,districts,jaipur,2022,1,262950613,434507898653.22876
India,districts,bhopal,2022,1,159892411,221096758835.27948
India,districts,central delhi,2022,1,128309915,198072597274.588
India,districts,rangareddy,2022,1,127675017,216609881380.40106
India,districts,medchal malkajgiri,2022,1,110893187,185168270983.38605
India,districts,mumbai suburban,2022,1,104595313,148080835860.6061
India,districts,khordha,2022,1,104052705,152745328927.4852
India,pincodes,500001,2022,1,248675599,460948755722.1826
India,pincodes,560001,2022,1,224793308,308663371704.65454
India,pincodes,411004,2022,1,209101358,285005833904.6318
India,pincodes,302016,2022,1,148956604,248958961898.95383
India,pincodes,462008,2022,1,119378084,172143368941.8931
India,pincodes,110006,2022,1,112708284,170854549748.09644
India,pincodes,444510,2022,1,69862188,129741278088.80704
India,pincodes,800001,2022,1,68427326,126972470461.14954
India,pincodes,600003,2022,1,62446149,95888452779.63263
India,pincodes,751001,2022,1,58525215,91210203433.81744
India,states,maharashtra,2022,2,1407533113,2006272382175.9395
